file,kernel,warmth,metric,value,unit
vt_profiles-r02b03/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Sec/req st,8,sector
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Total duration [us],209.18,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP16 FLOPs,"141,961,102",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP32 FLOPs,"25,434,868",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP64 FLOPs,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Total FLOPs,"167,395,970",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP16 GFLOP/s,678.66,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP32 GFLOP/s,121.59,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP64 GFLOP/s,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Total GFLOP/s,800.25,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,DRAM rd [GB],0.1189,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,DRAM wr [GB],0.0007409,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,DRAM total [GB],0.1196,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,DRAM rd BW [GB/s],568.38,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,DRAM wr BW [GB/s],3.54,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,DRAM total BW [GB/s],571.92,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,L2 hit rate [%],59.93,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,L1 hit rate [%],46.64,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Global ld insns,"6,891,170",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Global st insns,"584,405.00",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Shared ld insns,448.00,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Shared st insns,"1,760.00",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Total insns,"70,597,264",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Int insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP16 insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP32 insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,FP64 insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Conv insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,cold,Warps launched,"667,544.00",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Total duration [us],216.77,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP16 FLOPs,"141,961,102",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP32 FLOPs,"25,434,868",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP64 FLOPs,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Total FLOPs,"167,395,970",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP16 GFLOP/s,654.89,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP32 GFLOP/s,117.34,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP64 GFLOP/s,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Total GFLOP/s,772.23,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,DRAM rd [GB],0.1189,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,DRAM wr [GB],0.0002893,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,DRAM total [GB],0.1192,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,DRAM rd BW [GB/s],548.48,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,DRAM wr BW [GB/s],1.33,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,DRAM total BW [GB/s],549.77,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,L2 hit rate [%],59.87,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,L1 hit rate [%],46.62,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Global ld insns,"6,891,170",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Global st insns,"584,405.00",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Shared ld insns,448.00,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Shared st insns,"1,760.00",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Total insns,"70,597,264",
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Int insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP16 insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP32 insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,FP64 insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Conv insns,0,
vt_profiles-r02b04/vt.f16.ncu-rep,AGGREGATE,warm,Warps launched,"667,544.00",
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Exec insns,"12,787,200",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Total insns,"12,787,200",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Global ld insns,"1,152,000",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Global st insns,"57,600",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Shared ld insns,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Shared st insns,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Int insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,FP16 insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,FP32 insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,FP64 insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Conv insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Mem insns (thr),"82,944,000",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,HFMA,"5,529,600",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,HMUL,"3,686,400",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,HADD,"14,745,600",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,FFMA,"4,995,176",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,FMUL,"1,843,200",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,FADD,"3,686,400",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DFMA,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DMUL,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DADD,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DRAM total,22.55,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DRAM rd,21.81,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DRAM wr,738.30,Kbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 hit bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 miss bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 hit sectors,"1,393,603",sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 miss sectors,"1,096,028",sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L1 hit bytes,36.16,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L1 miss bytes,59.20,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 global ld bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 global st bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Comp thru [%],66.73,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Mem thru,918.72,Gbyte/s
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,DRAM thru [%],22.86,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Duration,24.54,us
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L2 hit [%],57.71,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,L1 hit [%],37.92,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Mem Busy [%],33.03,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,SM Busy [%],73.31,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Regs/thr,32,register/thread
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Shmem static,0,byte/block
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Shmem dynamic,0,byte/block
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Occ [%],88.33,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Theo Occ [%],100,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Block Size,256,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Grid Size,"7,200",
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Waves/SM,6.82,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Warps active,"247,964,960",warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Warps/cyc active,56.53,warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Warps launched,"57,600",warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Act Thr/Warp,32,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Warp Cyc/Inst,19.16,cycle
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Elig Warps/Sched,6.74,warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,No Eligible [%],26.59,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Coal ld [%],72.15,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Coal st [%],100,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Sec/req ld,2.49,sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Sec/req st,2.01,sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Exec insns,"12,787,200",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Total insns,"12,787,200",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Global ld insns,"1,152,000",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Global st insns,"57,600",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Shared ld insns,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Shared st insns,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Int insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,FP16 insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,FP32 insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,FP64 insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Conv insns,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Mem insns (thr),"82,944,000",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,HFMA,"5,529,600",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,HMUL,"3,686,400",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,HADD,"14,745,600",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,FFMA,"4,995,176",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,FMUL,"1,843,200",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,FADD,"3,686,400",inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DFMA,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DMUL,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DADD,0,inst
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DRAM total,22.07,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DRAM rd,21.80,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DRAM wr,276.48,Kbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 hit bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 miss bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 hit sectors,"1,390,617",sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 miss sectors,"1,098,158",sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L1 hit bytes,36.10,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L1 miss bytes,59.13,Mbyte
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 global ld bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 global st bytes,n/a,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Comp thru [%],66.12,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Mem thru,868.82,Gbyte/s
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,DRAM thru [%],21.63,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Duration,25.41,us
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L2 hit [%],57.71,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,L1 hit [%],37.91,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Mem Busy [%],32.68,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,SM Busy [%],72.00,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Regs/thr,32,register/thread
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Shmem static,0,byte/block
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Shmem dynamic,0,byte/block
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Occ [%],87.81,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Theo Occ [%],100,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Block Size,256,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Grid Size,"7,200",
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Waves/SM,6.82,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warps active,"251,058,800",warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warps/cyc active,56.20,warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warps launched,"57,600",warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Act Thr/Warp,32,
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warp Cyc/Inst,19.33,cycle
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Elig Warps/Sched,6.71,warp
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,No Eligible [%],27.18,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Coal ld [%],72.15,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Coal st [%],100,%
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Sec/req ld,2.49,sector
vt_profiles-r02b04/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Sec/req st,2.00,sector
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Total duration [us],213.67,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP16 FLOPs,"12,472,320",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP32 FLOPs,"143,087,502",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP64 FLOPs,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Total FLOPs,"155,559,822",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP16 GFLOP/s,58.37,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP32 GFLOP/s,669.67,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP64 GFLOP/s,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Total GFLOP/s,728.04,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,DRAM rd [GB],0.2329,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,DRAM wr [GB],0.0061,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,DRAM total [GB],0.239,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,DRAM rd BW [GB/s],"1,090.10",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,DRAM wr BW [GB/s],28.55,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,DRAM total BW [GB/s],"1,118.69",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,L2 hit rate [%],54.91,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,L1 hit rate [%],38.97,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Global ld insns,"6,849,417",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Global st insns,"584,622.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Shared ld insns,"1,311.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Shared st insns,"3,496.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Total insns,"68,511,647",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Int insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP16 insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP32 insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,FP64 insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Conv insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,cold,Warps launched,"669,280.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Total duration [us],221.80,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP16 FLOPs,"12,472,320",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP32 FLOPs,"143,087,502",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP64 FLOPs,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Total FLOPs,"155,559,822",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP16 GFLOP/s,56.23,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP32 GFLOP/s,645.12,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP64 GFLOP/s,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Total GFLOP/s,701.35,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,DRAM rd [GB],0.233,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,DRAM wr [GB],0.007198,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,DRAM total [GB],0.2402,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,DRAM rd BW [GB/s],"1,050.32",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,DRAM wr BW [GB/s],32.45,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,DRAM total BW [GB/s],"1,082.83",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,L2 hit rate [%],54.93,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,L1 hit rate [%],38.87,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Global ld insns,"6,849,417",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Global st insns,"584,622.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Shared ld insns,"1,311.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Shared st insns,"3,496.00",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Total insns,"68,511,647",
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Int insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP16 insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP32 insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,FP64 insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Conv insns,0,
vt_profiles-r02b04/vt.f32.ncu-rep,AGGREGATE,warm,Warps launched,"669,280.00",
vt_profiles-r02b04/vt.f32.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Exec insns,"11,577,600",inst
vt_profiles-r02b04/vt.f32.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,cold,Total insns,"11,577,600",inst
