file,kernel,warmth,metric,value,unit
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Waves/SM,6.82,
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warps active,"322,483,216",warp
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warps/cyc active,54.30,warp
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warps launched,"57,600",warp
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Act Thr/Warp,32,
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Warp Cyc/Inst,24.81,cycle
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Elig Warps/Sched,1.76,warp
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,No Eligible [%],43.86,%
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Coal ld [%],86.18,%
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Coal st [%],100,%
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Sec/req ld,6.94,sector
vt_profiles-r02b04/vt.f64.ncu-rep,DOMINANT:ss_body_0_map_1_1_60_2_7,warm,Sec/req st,8,sector
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Total duration [us],597.42,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP16 FLOPs,"567,832,462",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP32 FLOPs,"98,911,980",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP64 FLOPs,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Total FLOPs,"666,744,442",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP16 GFLOP/s,950.47,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP32 GFLOP/s,165.57,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP64 GFLOP/s,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Total GFLOP/s,"1,116.04",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,DRAM rd [GB],0.4767,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,DRAM wr [GB],0.0574,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,DRAM total [GB],0.5341,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,DRAM rd BW [GB/s],797.96,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,DRAM wr BW [GB/s],96.08,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,DRAM total BW [GB/s],894.02,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,L2 hit rate [%],67.43,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,L1 hit rate [%],34.97,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Global ld insns,"27,553,271",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Global st insns,"2,337,057",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Shared ld insns,"1,748.00",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Shared st insns,"6,976.00",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Total insns,"282,251,738",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Int insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP16 insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP32 insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,FP64 insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Conv insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,cold,Warps launched,"2,665,720",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Total duration [us],593.79,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP16 FLOPs,"567,832,462",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP32 FLOPs,"98,911,980",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP64 FLOPs,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Total FLOPs,"666,744,442",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP16 GFLOP/s,956.28,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP32 GFLOP/s,166.58,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP64 GFLOP/s,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Total GFLOP/s,"1,122.86",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,DRAM rd [GB],0.477,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,DRAM wr [GB],0.05796,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,DRAM total [GB],0.535,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,DRAM rd BW [GB/s],803.29,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,DRAM wr BW [GB/s],97.62,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,DRAM total BW [GB/s],900.95,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,L2 hit rate [%],67.46,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,L1 hit rate [%],35.01,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Global ld insns,"27,553,271",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Global st insns,"2,337,057",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Shared ld insns,"1,748.00",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Shared st insns,"6,976.00",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Total insns,"282,251,738",
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Int insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP16 insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP32 insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,FP64 insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Conv insns,0,
vt_profiles-r02b05/vt.f16.ncu-rep,AGGREGATE,warm,Warps launched,"2,665,720",
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Exec insns,"51,148,800",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Total insns,"51,148,800",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Global ld insns,"4,608,000",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Global st insns,"230,400",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Shared ld insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Shared st insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Int insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,FP16 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,FP32 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,FP64 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Conv insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Mem insns (thr),"331,776,000",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,HFMA,"22,118,400",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,HMUL,"14,745,600",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,HADD,"58,982,400",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,FFMA,"19,065,254",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,FMUL,"7,372,800",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,FADD,"14,745,600",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DRAM total,98.75,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DRAM rd,87.03,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DRAM wr,11.72,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 hit bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 miss bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 hit sectors,"7,889,345",sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 miss sectors,"4,395,062",sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L1 hit bytes,113.22,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L1 miss bytes,311.50,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 global ld bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 global st bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Comp thru [%],74.41,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Mem thru,1.10,Tbyte/s
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,DRAM thru [%],27.26,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Duration,90.08,us
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L2 hit [%],66.00,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,L1 hit [%],26.66,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Mem Busy [%],38.17,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,SM Busy [%],76.55,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Regs/thr,32,register/thread
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Shmem static,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Occ [%],90.63,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Theo Occ [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Grid Size,"28,800",
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Waves/SM,27.27,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Warps active,"970,501,388",warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Warps/cyc active,58.01,warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Warps launched,"230,400",warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Act Thr/Warp,32,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Warp Cyc/Inst,19.02,cycle
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Elig Warps/Sched,7.17,warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,No Eligible [%],23.70,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Coal ld [%],78.17,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Coal st [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Sec/req ld,2.78,sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,cold,Sec/req st,2.00,sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Exec insns,"51,148,800",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Total insns,"51,148,800",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Global ld insns,"4,608,000",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Global st insns,"230,400",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Shared ld insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Shared st insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Int insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,FP16 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,FP32 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,FP64 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Conv insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Mem insns (thr),"331,776,000",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,HFMA,"22,118,400",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,HMUL,"14,745,600",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,HADD,"58,982,400",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,FFMA,"19,065,254",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,FMUL,"7,372,800",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,FADD,"14,745,600",inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DRAM total,99.74,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DRAM rd,87.11,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DRAM wr,12.63,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 hit bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 miss bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 hit sectors,"7,913,025",sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 miss sectors,"4,389,972",sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L1 hit bytes,113.47,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L1 miss bytes,311.59,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 global ld bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 global st bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Comp thru [%],73.97,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Mem thru,1.12,Tbyte/s
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,DRAM thru [%],27.87,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Duration,88.99,us
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L2 hit [%],65.88,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,L1 hit [%],26.70,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Mem Busy [%],38.91,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,SM Busy [%],76.45,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Regs/thr,32,register/thread
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Shmem static,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Occ [%],90.59,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Theo Occ [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Grid Size,"28,800",
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Waves/SM,27.27,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warps active,"971,331,394",warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warps/cyc active,57.98,warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warps launched,"230,400",warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Act Thr/Warp,32,
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Warp Cyc/Inst,18.91,cycle
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Elig Warps/Sched,7.12,warp
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,No Eligible [%],23.43,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Coal ld [%],78.17,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Coal st [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Sec/req ld,2.78,sector
vt_profiles-r02b05/vt.f16.ncu-rep,DOMINANT:ss_body_0_map_1_1_123_2_7,warm,Sec/req st,2.00,sector
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Total duration [us],619.04,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP16 FLOPs,"49,889,280",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP32 FLOPs,"572,338,062",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP64 FLOPs,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Total FLOPs,"622,227,342",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP16 GFLOP/s,80.59,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP32 GFLOP/s,924.56,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP64 GFLOP/s,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Total GFLOP/s,"1,005.15",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,DRAM rd [GB],0.9316,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,DRAM wr [GB],0.1844,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,DRAM total [GB],1.12,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,DRAM rd BW [GB/s],"1,504.94",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,DRAM wr BW [GB/s],297.87,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,DRAM total BW [GB/s],"1,802.79",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,L2 hit rate [%],61.03,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,L1 hit rate [%],30.33,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Global ld insns,"27,386,258",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Global st insns,"2,337,927",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Shared ld insns,"5,226.00",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Shared st insns,"13,936.00",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Total insns,"274,028,822",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Int insns,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP16 insns,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP32 insns,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,FP64 insns,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Conv insns,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,cold,Warps launched,"2,672,680",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,Total duration [us],630.08,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,FP16 FLOPs,"49,889,280",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,FP32 FLOPs,"572,338,062",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,FP64 FLOPs,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,Total FLOPs,"622,227,342",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,FP16 GFLOP/s,79.18,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,FP32 GFLOP/s,908.36,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,FP64 GFLOP/s,0,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,Total GFLOP/s,987.54,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,DRAM rd [GB],0.9318,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,DRAM wr [GB],0.1848,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,DRAM total [GB],1.12,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,DRAM rd BW [GB/s],"1,478.81",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,DRAM wr BW [GB/s],293.35,
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,DRAM total BW [GB/s],"1,772.10",
vt_profiles-r02b05/vt.f32.ncu-rep,AGGREGATE,warm,L2 hit rate [%],61.07,
