file,kernel,rep,metric,value,unit
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,DMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,DADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,DRAM total,2.36,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,DRAM rd,2.36,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,DRAM wr,0,byte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 hit bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 miss bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 hit sectors,"227,570",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 miss sectors,"116,730",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L1 hit bytes,8.65,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L1 miss bytes,7.20,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 global ld bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 global st bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Comp thru [%],34.14,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Mem thru,402.89,Gbyte/s
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,DRAM thru [%],10.08,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Duration,5.86,us
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L2 hit [%],67.50,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,L1 hit [%],54.57,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Mem Busy [%],23.39,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,SM Busy [%],55.01,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Regs/thr,30,register/thread
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Shmem static,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Shmem dynamic,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Occ [%],76.58,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Theo Occ [%],100,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Block Size,256,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Grid Size,"1,780",
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Waves/SM,1.69,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Warps active,"35,988,416",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Warps/cyc active,49.01,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Warps launched,"14,240",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Act Thr/Warp,32,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Warp Cyc/Inst,23.44,cycle
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Elig Warps/Sched,3.39,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,No Eligible [%],45.46,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Coal ld [%],62.61,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Coal st [%],100,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Sec/req ld,2.53,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_33_2_11,1,Sec/req st,2.00,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Exec insns,"540,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Total insns,"540,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Global ld insns,"36,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Global st insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Shared ld insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Shared st insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Int insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,FP16 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,FP32 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,FP64 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Conv insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Mem insns (thr),"1,920,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,HFMA,"384,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,HMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,HADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,FFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,FMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,FADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DRAM total,389.89,Kbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DRAM rd,389.89,Kbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DRAM wr,0,byte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 hit bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 miss bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 hit sectors,"10,050",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 miss sectors,"18,273",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L1 hit bytes,371.33,Kbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L1 miss bytes,396.67,Kbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 global ld bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 global st bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Comp thru [%],24.85,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Mem thru,70.84,Gbyte/s
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,DRAM thru [%],1.78,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Duration,5.50,us
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L2 hit [%],40.03,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,L1 hit [%],48.35,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Mem Busy [%],6.52,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,SM Busy [%],26.53,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Regs/thr,32,register/thread
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Shmem static,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Shmem dynamic,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Occ [%],72.81,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Theo Occ [%],100,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Block Size,256,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Grid Size,"1,500",
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Waves/SM,1.42,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Warps active,"24,898,162",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Warps/cyc active,46.60,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Warps launched,"12,000",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Act Thr/Warp,32,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Warp Cyc/Inst,45.89,cycle
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Elig Warps/Sched,0.83,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,No Eligible [%],73.20,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Coal ld [%],51.56,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Coal st [%],0,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Sec/req ld,1,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_1_map_1_1_33_2_28,1,Sec/req st,0,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Exec insns,202,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Total insns,202,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Global ld insns,3,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Global st insns,3,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Shared ld insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Shared st insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Int insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,FP16 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,FP32 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,FP64 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Conv insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Mem insns (thr),812,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,HFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,HMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,HADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,FFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,FMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,FADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DRAM total,3.58,Kbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DRAM rd,3.58,Kbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DRAM wr,0,byte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 hit bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 miss bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 hit sectors,"1,586",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 miss sectors,224,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L1 hit bytes,192,byte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L1 miss bytes,160,byte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 global ld bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 global st bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Comp thru [%],0.02,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Mem thru,1.23,Gbyte/s
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,DRAM thru [%],0.03,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Duration,2.91,us
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L2 hit [%],38.65,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,L1 hit [%],54.55,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Mem Busy [%],0.33,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,SM Busy [%],2.50,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Regs/thr,16,register/thread
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Shmem static,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Shmem dynamic,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Occ [%],8.85,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Theo Occ [%],100,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Block Size,256,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Grid Size,1,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Waves/SM,0.00,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Warps active,"11,786",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Warps/cyc active,5.66,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Warps launched,8,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Act Thr/Warp,28.05,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Warp Cyc/Inst,60.77,cycle
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Elig Warps/Sched,0.03,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,No Eligible [%],97.20,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Coal ld [%],46.88,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Coal st [%],46.88,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Sec/req ld,1.67,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_7_0_62,1,Sec/req st,2,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Exec insns,"3,196,800",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Total insns,"3,196,800",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Global ld insns,"288,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Global st insns,"14,400",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Shared ld insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Shared st insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Int insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,FP16 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,FP32 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,FP64 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Conv insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Mem insns (thr),"20,736,000",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,HFMA,"1,382,400",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,HMUL,"921,600",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,HADD,"3,686,400",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,FFMA,"972,946",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,FMUL,"460,800",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,FADD,"921,600",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DRAM total,5.58,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DRAM rd,5.58,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DRAM wr,0,byte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 hit bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 miss bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 hit sectors,"315,526",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 miss sectors,"274,901",sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L1 hit bytes,9.90,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L1 miss bytes,13.22,Mbyte
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 global ld bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 global st bytes,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Comp thru [%],44.70,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Mem thru,552.08,Gbyte/s
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,DRAM thru [%],13.74,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Duration,10.11,us
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L2 hit [%],55.42,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,L1 hit [%],42.83,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Mem Busy [%],20.61,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,SM Busy [%],61.08,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Regs/thr,32,register/thread
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Shmem static,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Shmem dynamic,0,byte/block
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Occ [%],78.46,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Theo Occ [%],100,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Block Size,256,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Grid Size,"1,800",
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Waves/SM,1.70,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Warps active,"67,342,588",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Warps/cyc active,50.21,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Warps launched,"14,400",warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Act Thr/Warp,32,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Warp Cyc/Inst,20.80,cycle
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Elig Warps/Sched,4.78,warp
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,No Eligible [%],39.03,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Coal ld [%],74.00,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Coal st [%],100,%
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Sec/req ld,2.40,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_0_map_1_1_60_2_7,1,Sec/req st,1.99,sector
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Exec insns,"1,030,080",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Total insns,"1,030,080",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Global ld insns,"106,560",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Global st insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Shared ld insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Shared st insns,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Int insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,FP16 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,FP32 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,FP64 insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Conv insns,n/a,
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,Mem insns (thr),"6,440,960",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,HFMA,"757,760",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,HMUL,"757,760",inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,HADD,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,FFMA,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,FMUL,0,inst
vt_profiles-r02b03/vt.f16.ncu-rep,ss_body_map_1_1_60_2_29,1,FADD,0,inst
