file,kernel,rep,metric,value,unit
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Shmem static,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Occ [%],89.58,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Theo Occ [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Grid Size,"14,400",
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Waves/SM,13.64,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Warps active,"491,477,174",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Warps/cyc active,57.33,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Warps launched,"115,200",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Act Thr/Warp,32,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Warp Cyc/Inst,19.16,cycle
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Elig Warps/Sched,6.94,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,No Eligible [%],25.29,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Coal ld [%],78.26,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Coal st [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Sec/req ld,2.78,sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_0_map_1_1_123_2_7#1,0,Sec/req st,2.00,sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Exec insns,"6,792,960",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Total insns,"6,792,960",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Global ld insns,"702,720",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Global st insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Shared ld insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Shared st insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Int insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,FP16 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,FP32 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,FP64 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Conv insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Mem insns (thr),"42,475,520",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,HFMA,"4,997,120",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,HMUL,"4,997,120",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,HADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,FFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,FMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,FADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DRAM total,8.85,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DRAM rd,8.85,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DRAM wr,0,byte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 hit bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 miss bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 hit sectors,"890,874",sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 miss sectors,"437,339",sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L1 hit bytes,21.28,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L1 miss bytes,35.11,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 global ld bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 global st bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Comp thru [%],49.84,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Mem thru,475.05,Gbyte/s
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,DRAM thru [%],11.84,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Duration,18.62,us
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L2 hit [%],69.76,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,L1 hit [%],37.74,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Mem Busy [%],28.64,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,SM Busy [%],56.04,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Regs/thr,36,register/thread
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Shmem static,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Occ [%],61.92,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Theo Occ [%],75,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Grid Size,"9,760",
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Waves/SM,12.32,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Warps active,"121,872,858",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Warps/cyc active,39.63,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Warps launched,"78,080",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Act Thr/Warp,32,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Warp Cyc/Inst,17.44,cycle
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Elig Warps/Sched,1.70,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,No Eligible [%],43.48,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Coal ld [%],74.77,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Coal st [%],0,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Sec/req ld,2.50,sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_123_2_29#1,0,Sec/req st,0,sector
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Exec insns,684,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Total insns,684,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Global ld insns,1,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Global st insns,1,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Shared ld insns,6,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Shared st insns,8,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Int insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,FP16 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,FP32 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,FP64 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Conv insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Mem insns (thr),524,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,HFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,HMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,HADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,FFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,FMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,FADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DRAM total,27.39,Kbyte
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DRAM rd,27.39,Kbyte
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DRAM wr,0,byte
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 hit bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 miss bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 hit sectors,"6,472",sector
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 miss sectors,"1,721",sector
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L1 hit bytes,0,byte
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L1 miss bytes,64,byte
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 global ld bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 global st bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Comp thru [%],0.02,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Mem thru,6.16,Gbyte/s
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,DRAM thru [%],0.15,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Duration,4.45,us
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L2 hit [%],60.86,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,L1 hit [%],0,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Mem Busy [%],0.49,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,SM Busy [%],6.14,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Regs/thr,44,register/thread
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Shmem static,26,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Occ [%],11.96,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Theo Occ [%],62.50,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Grid Size,1,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Waves/SM,0.00,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Warps active,"22,048",warp
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Warps/cyc active,7.65,warp
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Warps launched,8,warp
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Act Thr/Warp,30.00,
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Warp Cyc/Inst,32.94,cycle
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Elig Warps/Sched,0.07,warp
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,No Eligible [%],93.34,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Coal ld [%],6.25,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Coal st [%],6.25,%
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Sec/req ld,1,sector
vt_profiles-r02b05/vt.f16.ncu-rep,cub::Reduce#2,0,Sec/req st,1,sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Exec insns,"13,182,078",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Total insns,"13,182,078",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Global ld insns,"2,098,278",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Global st insns,"116,571",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Shared ld insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Shared st insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Int insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,FP16 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,FP32 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,FP64 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Conv insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Mem insns (thr),"111,849,374",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,HFMA,"18,637,710",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,HMUL,"3,727,542",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,HADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,FFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,FMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,FADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DRAM total,16.63,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DRAM rd,16.40,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DRAM wr,228.35,Kbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 hit bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 miss bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 hit sectors,"4,644,852",sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 miss sectors,"877,245",sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L1 hit bytes,150.29,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L1 miss bytes,152.36,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 global ld bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 global st bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Comp thru [%],61.57,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Mem thru,556.40,Gbyte/s
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,DRAM thru [%],13.86,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Duration,29.89,us
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L2 hit [%],86.58,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,L1 hit [%],49.66,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Mem Busy [%],64.65,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,SM Busy [%],66.56,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Regs/thr,32,register/thread
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Shmem static,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Occ [%],85.96,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Theo Occ [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Grid Size,"14,651",
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Waves/SM,13.87,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Warps active,"289,051,480",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Warps/cyc active,55.01,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Warps launched,"117,208",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Act Thr/Warp,31.98,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Warp Cyc/Inst,21.56,cycle
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Elig Warps/Sched,3.55,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,No Eligible [%],36.84,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Coal ld [%],60.63,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Coal st [%],99.97,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Sec/req ld,4.39,sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_71_1_5,1,Sec/req st,2.00,sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Exec insns,"18,109,350",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Total insns,"18,109,350",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Global ld insns,"2,766,960",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Global st insns,"115,290",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Shared ld insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Shared st insns,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Int insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,FP16 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,FP32 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,FP64 insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Conv insns,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Mem insns (thr),"136,426,320",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,HFMA,"18,432,900",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,HMUL,"3,686,580",inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,HADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,FFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,FMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,FADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DFMA,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DMUL,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DADD,0,inst
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DRAM total,25.22,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DRAM rd,23.86,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DRAM wr,1.35,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 hit bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 miss bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 hit sectors,"5,381,445",sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 miss sectors,"1,238,678",sector
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L1 hit bytes,186.23,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L1 miss bytes,181.67,Mbyte
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 global ld bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 global st bytes,n/a,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Comp thru [%],64.16,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Mem thru,675.80,Gbyte/s
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,DRAM thru [%],16.82,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Duration,37.31,us
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L2 hit [%],83.97,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,L1 hit [%],50.62,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Mem Busy [%],65.14,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,SM Busy [%],68.57,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Regs/thr,32,register/thread
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Shmem static,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Shmem dynamic,0,byte/block
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Occ [%],87.38,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Theo Occ [%],100,%
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Block Size,256,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Grid Size,"14,490",
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Waves/SM,13.72,
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Warps active,"370,037,578",warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Warps/cyc active,55.92,warp
vt_profiles-r02b05/vt.f16.ncu-rep,ss_body_map_1_1_79_2_6,1,Warps launched,"115,920",warp
